# AUTOGEN TABLE - DO NOT EDIT
# 20230821T1434
# Verkko v1.4.1 batch 1 phased assemblies
sequence		asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants
NA19983	19	1.0	134070787.0	137223606.0	3028305885.0	65.0	1.0	134070787.0	137249032.0	3027744687.0	48.0	1.0	134070787.0	137299342.0	3026633389.0	42.0	1.0	134070787.0	137367448.0	3025124355.0	40.0	1.0	134070787.0	138621383.0	2996871422.0	30.0	0.9	145520169.0	144549622.0	2842808858.0	24.0	0.7	161229191.0	175142010.0	1951590123.0	12.0	1.0	154390956.0	149344855.0	3023510844.0	65.0	1.0	154390956.0	149382586.0	3022746900.0	45.0	1.0	154390956.0	149490609.0	3020559132.0	33.0	1.0	154390956.0	149580038.0	3018745833.0	30.0	1.0	154390956.0	150594345.0	2997699912.0	25.0	0.9	154390956.0	157169200.0	2824361726.0	21.0	0.7	183974311.0	182715897.0	2099033257.0	12.0	0.0	743198.0	1209587.0	0.382	23109783.0	57.0	0.0	743198.0	1209587.0	23109783.0	57.0	0.0	776388.0	1212750.0	23048717.0	53.0	0.0	776388.0	1225405.0	22804989.0	44.0	0.0	776388.0	1235821.0	22601389.0	41.0	0.0	2660194.0	2120276.0	10763952.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	44901.0	95743.0	19963867.0	495.0	0.0	44901.0	95817.0	19946959.0	493.0	0.0	50686.0	105073.0	17847763.0	368.0	0.0	161845.0	175772.0	9049254.0	78.0	0.0	217172.0	230800.0	6013534.0	31.0	0.0	32589.0	41841.0	0.008	489539.0	19.0	0.0	32589.0	42633.0	478989.0	17.0	0.0	44614.0	50596.0	369054.0	10.0	0.0	98989.0	98989.0	98989.0	1.0	0.0	30702.0	58341.0	71730101.0	2331.0	0.0	30862.0	58491.0	71517720.0	2301.0	0.0	33845.0	64256.0	62826742.0	1774.0	0.0	84220.0	156014.0	16705272.0	193.0	0.0	189604.0	270218.0	7597521.0	38.0	0.0	0.0	0.0	0.0	0.0
HG03683	23	1.0	133350545.0	131099712.0	2953083528.0	43.0	1.0	133350545.0	131109390.0	2952865430.0	40.0	1.0	133350545.0	131164209.0	2951627997.0	36.0	1.0	133350545.0	131250927.0	2949667962.0	33.0	1.0	133350545.0	131829449.0	2936418152.0	28.0	0.9	134024508.0	138533157.0	2730117867.0	23.0	0.6	153734383.0	168795300.0	1751343366.0	11.0	1.0	154166241.0	148979701.0	2953761569.0	75.0	1.0	154166241.0	149029582.0	2952772562.0	52.0	1.0	154166241.0	149202706.0	2949340834.0	35.0	1.0	154166241.0	149202706.0	2949340834.0	35.0	1.0	154166241.0	150241278.0	2928610762.0	26.0	0.9	160905669.0	158899709.0	2713614776.0	20.0	0.7	183111877.0	182793243.0	2073470011.0	12.0	0.1	67167700.0	60305367.0	2.681	158353186.0	116.0	0.1	67167700.0	60308568.0	158344780.0	115.0	0.1	67167700.0	60431102.0	158023620.0	96.0	0.1	67167700.0	60923221.0	156746480.0	53.0	0.1	67167700.0	61183726.0	156078248.0	44.0	0.0	67167700.0	66306867.0	143937526.0	5.0	0.0	70849860.0	69057898.0	138017560.0	2.0	0.0	56478.0	97975.0	11937663.0	250.0	0.0	56478.0	97975.0	11937663.0	250.0	0.0	59615.0	103424.0	11181369.0	206.0	0.0	101263.0	148959.0	6742959.0	69.0	0.0	210650.0	225198.0	3494356.0	19.0	0.0	25546.0	28040.0	0.014	799581.0	34.0	0.0	25822.0	28414.0	785630.0	32.0	0.0	30187.0	31896.0	617454.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	37553.0	116458.0	96283898.0	2661.0	0.0	37671.0	116741.0	96034686.0	2626.0	0.0	41768.0	128902.0	85614147.0	1995.0	0.0	161267.0	283525.0	32923098.0	251.0	0.0	267672.0	374706.0	23131531.0	100.0	0.0	0.0	0.0	0.0	0.0
HG01505	26	1.0	134101868.0	117515778.0	2923832210.0	124.0	1.0	134101868.0	117566844.0	2922561666.0	93.0	1.0	134101868.0	117992885.0	2911984955.0	46.0	1.0	134101868.0	118072010.0	2910022044.0	43.0	1.0	134101868.0	119880944.0	2864008914.0	30.0	0.9	135492098.0	125528750.0	2686509463.0	24.0	0.7	135976832.0	143909064.0	1951464166.0	14.0	1.0	125504060.0	121880993.0	3022439749.0	78.0	1.0	125504060.0	121926790.0	3021303972.0	52.0	1.0	125504060.0	122038855.0	3018523872.0	39.0	1.0	125504060.0	122038855.0	3018523872.0	39.0	1.0	125504060.0	122988352.0	2994325275.0	32.0	0.9	134515052.0	132122174.0	2709618076.0	23.0	0.6	136713572.0	153105840.0	1901824805.0	13.0	0.0	403868.0	570303.0	0.471	28004712.0	159.0	0.0	403868.0	570303.0	28004712.0	159.0	0.0	403868.0	576097.0	27715167.0	140.0	0.0	494906.0	610419.0	26057113.0	91.0	0.0	512174.0	643286.0	24558232.0	69.0	0.0	2224983.0	1845297.0	3228165.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	45381.0	132990.0	22335155.0	529.0	0.0	45427.0	133326.0	22274884.0	522.0	0.0	74798.0	148379.0	19735036.0	363.0	0.0	244443.0	248106.0	10632933.0	59.0	0.0	266016.0	272828.0	9316903.0	40.0	0.0	22078.0	37011.0	0.012	713365.0	32.0	0.0	23459.0	37929.0	691687.0	29.0	0.0	45276.0	52371.0	419040.0	11.0	0.0	95948.0	85791.0	168262.0	2.0	0.0	14505.0	14505.0	14505.0	1.0	0.0	14505.0	14505.0	14505.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02818	36	1.0	96622806.0	111398044.0	3008217087.0	109.0	1.0	96622806.0	111434191.0	3007240983.0	71.0	1.0	96622806.0	111513810.0	3005088102.0	62.0	1.0	96622806.0	111741209.0	2998933607.0	53.0	1.0	99677035.0	113932076.0	2938710694.0	37.0	0.9	103283353.0	123528314.0	2640265574.0	25.0	0.5	153059339.0	162012826.0	1382112943.0	9.0	1.0	104520653.0	115318996.0	3026433664.0	129.0	1.0	104520653.0	115402337.0	3024247175.0	65.0	1.0	104520653.0	115474795.0	3022345554.0	56.0	1.0	104520653.0	115670621.0	3017199321.0	48.0	1.0	104520653.0	117384385.0	2971342100.0	35.0	0.9	133245031.0	129990501.0	2570951857.0	23.0	0.5	146558862.0	162085970.0	1527088355.0	10.0	0.0	469683.0	4640522.0	1.341	80927231.0	389.0	0.0	469683.0	4642718.0	80888891.0	384.0	0.0	470520.0	4723173.0	79506257.0	297.0	0.0	491692.0	4868748.0	77113572.0	216.0	0.0	552737.0	5088935.0	73724856.0	171.0	0.0	12186758.0	11626993.0	30998569.0	4.0	0.0	14053296.0	13186413.0	26240054.0	2.0	0.0	54007.0	114963.0	20930651.0	545.0	0.0	56220.0	115206.0	20883223.0	539.0	0.0	94603.0	137572.0	17020680.0	302.0	0.0	178388.0	201804.0	10663510.0	74.0	0.0	209895.0	237561.0	8287330.0	42.0	0.0	18387.0	21472.0	0.015	881961.0	47.0	0.0	18387.0	21587.0	874983.0	46.0	0.0	24995.0	29104.0	372377.0	14.0	0.0	52009.0	52009.0	52009.0	1.0	0.0	16005.0	15129.0	58760.0	4.0	0.0	16005.0	15129.0	58760.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG01352	39	1.0	142592769.0	132641377.0	3038188433.0	132.0	1.0	142592769.0	132756630.0	3035549630.0	72.0	1.0	142592769.0	133025715.0	3029397716.0	42.0	1.0	142592769.0	133240154.0	3024498987.0	34.0	1.0	142592769.0	133791432.0	3011783383.0	29.0	0.9	142592769.0	140811876.0	2805642401.0	23.0	0.7	155324838.0	160729606.0	2126365792.0	14.0	1.0	136151478.0	141400054.0	3007493443.0	47.0	1.0	136151478.0	141417543.0	3007121374.0	36.0	1.0	136151478.0	141422738.0	3007010826.0	35.0	1.0	136151478.0	141521041.0	3004911670.0	32.0	1.0	136151478.0	141945032.0	2995757976.0	28.0	0.9	140644895.0	148306283.0	2823881831.0	23.0	0.7	161338646.0	173528560.0	2100718190.0	13.0	0.0	377028.0	953597.0	0.721	43595285.0	182.0	0.0	377028.0	953597.0	43595285.0	182.0	0.0	377028.0	962022.0	43206865.0	158.0	0.0	382844.0	984434.0	42188164.0	126.0	0.0	388607.0	1012795.0	40908263.0	109.0	0.0	3137320.0	2589129.0	11798130.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	38896.0	100326.0	15095753.0	410.0	0.0	39109.0	100553.0	15058845.0	405.0	0.0	42492.0	113180.0	13089540.0	284.0	0.0	242816.0	218195.0	5683476.0	43.0	0.0	286979.0	284076.0	3937234.0	17.0	0.0	24428.0	26017.0	0.008	513395.0	24.0	0.0	24428.0	26292.0	505860.0	23.0	0.0	27827.0	33351.0	299643.0	10.0	0.0	55382.0	55382.0	55382.0	1.0	0.0	26695.0	26695.0	26695.0	1.0	0.0	26695.0	26695.0	26695.0	1.0	0.0	26695.0	26695.0	26695.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02059	40	1.0	146923252.0	143028025.0	3017548671.0	113.0	1.0	146923252.0	143123094.0	3015543567.0	57.0	1.0	146923252.0	143223791.0	3013421004.0	43.0	1.0	146923252.0	143367800.0	3010377589.0	39.0	1.0	146923252.0	144118118.0	2994461508.0	31.0	0.9	161573154.0	158626265.0	2645346589.0	19.0	0.8	173713597.0	172076739.0	2274838496.0	14.0	1.0	152425962.0	150279195.0	3000021700.0	46.0	1.0	152425962.0	150289065.0	2999824654.0	37.0	1.0	152425962.0	150362301.0	2998360122.0	32.0	1.0	152425962.0	150474284.0	2996117093.0	29.0	1.0	152425962.0	150816739.0	2989234375.0	25.0	1.0	152425962.0	155885181.0	2863388295.0	21.0	0.8	171993573.0	173786070.0	2310959623.0	14.0	0.0	365793.0	639666.0	0.821	49416269.0	268.0	0.0	365793.0	639666.0	49416269.0	268.0	0.0	386792.0	646958.0	48844216.0	234.0	0.0	415380.0	679147.0	46406594.0	157.0	0.0	473165.0	712750.0	43962241.0	123.0	0.0	1826348.0	1619949.0	10717452.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	27873.0	53796.0	11347819.0	410.0	0.0	27873.0	53985.0	11301458.0	404.0	0.0	33264.0	66138.0	8506120.0	237.0	0.0	128664.0	155553.0	2439853.0	24.0	0.0	206908.0	217161.0	1478472.0	8.0	0.0	21453.0	28408.0	0.012	717525.0	33.0	0.0	21453.0	28564.0	712845.0	32.0	0.0	25045.0	34781.0	466487.0	17.0	0.0	82176.0	82176.0	82176.0	1.0	0.0	20196.0	21160.0	328533.0	17.0	0.0	20196.0	21160.0	328533.0	17.0	0.0	23649.0	25947.0	177033.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19434	41	1.0	107748930.0	116378288.0	2994627897.0	102.0	1.0	107748930.0	116413491.0	2993721956.0	79.0	1.0	107748930.0	116687855.0	2986662930.0	52.0	1.0	107748930.0	116727690.0	2985639211.0	50.0	1.0	107748930.0	118407431.0	2941790932.0	35.0	0.9	113532034.0	130364205.0	2564955182.0	23.0	0.5	145104048.0	159066716.0	1624088543.0	11.0	1.0	130955708.0	124853888.0	2996666896.0	73.0	1.0	130955708.0	124866597.0	2996361782.0	64.0	1.0	130955708.0	125011346.0	2992883427.0	51.0	1.0	130955708.0	125089328.0	2991008190.0	48.0	1.0	134637377.0	127845746.0	2923829668.0	31.0	0.9	134637377.0	135541682.0	2700159724.0	23.0	0.6	144356014.0	161333827.0	1842277930.0	12.0	0.0	29318214.0	19169352.0	1.89	113215226.0	141.0	0.0	29318214.0	19169352.0	113215226.0	141.0	0.0	29318214.0	19193657.0	113071737.0	132.0	0.0	29318214.0	19322380.0	112317218.0	107.0	0.0	29318214.0	19545544.0	111029606.0	90.0	0.0	29318214.0	25356284.0	85190819.0	5.0	0.0	29318214.0	27127157.0	78820672.0	3.0	0.0	53677.0	123251.0	12059756.0	270.0	0.0	53677.0	123492.0	12034476.0	267.0	0.0	60083.0	132540.0	11091996.0	210.0	0.0	221895.0	213427.0	6153895.0	46.0	0.0	272484.0	276289.0	4290531.0	18.0	0.0	32506.0	37039.0	0.013	778569.0	27.0	0.0	32506.0	37039.0	778569.0	27.0	0.0	34656.0	40475.0	668798.0	20.0	0.0	87668.0	74312.0	139306.0	2.0	0.0	1206924.0	1113244.0	1310670.0	7.0	0.0	1206924.0	1119304.0	1303529.0	6.0	0.0	1206924.0	1169889.0	1246468.0	2.0	0.0	1206924.0	1206924.0	1206924.0	1.0	0.0	1206924.0	1206924.0	1206924.0	1.0	0.0	1206924.0	1206924.0	1206924.0	1.0
HG04217	42	1.0	147183591.0	145724134.0	3007063833.0	53.0	1.0	147183591.0	145747335.0	3006584984.0	40.0	1.0	147183591.0	145784797.0	3005811084.0	36.0	1.0	147183591.0	145881189.0	3003815095.0	33.0	1.0	149034869.0	146683107.0	2987070308.0	26.0	0.9	149034869.0	153476674.0	2808237851.0	21.0	0.7	161702916.0	174701683.0	2156729278.0	13.0	1.0	146808645.0	147102007.0	3023083380.0	89.0	1.0	146808645.0	147157920.0	3021934411.0	58.0	1.0	146808645.0	147400292.0	3016955762.0	35.0	1.0	146808645.0	147572126.0	3013424792.0	30.0	1.0	146808645.0	148142887.0	3001546575.0	26.0	0.9	160502518.0	156177634.0	2788985343.0	21.0	0.7	172638624.0	177820977.0	2167595571.0	13.0	0.0	494134.0	1136692.0	0.478	28840056.0	154.0	0.0	494134.0	1136692.0	28840056.0	154.0	0.0	529079.0	1154152.0	28398001.0	124.0	0.0	533772.0	1220929.0	26803005.0	70.0	0.0	548544.0	1244905.0	26255500.0	62.0	0.0	3744346.0	3483064.0	6919268.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	58416.0	140951.0	12022333.0	262.0	0.0	58416.0	141058.0	12012510.0	261.0	0.0	77662.0	155720.0	10742360.0	185.0	0.0	282315.0	238002.0	6456567.0	41.0	0.0	307851.0	276256.0	5308144.0	22.0	0.0	41041.0	41995.0	0.015	893608.0	26.0	0.0	41041.0	41995.0	893608.0	26.0	0.0	45749.0	45724.0	777811.0	19.0	0.0	59436.0	61556.0	303460.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG03807	43	1.0	135699884.0	143282231.0	3013336847.0	73.0	1.0	135699884.0	143337392.0	3012176829.0	42.0	1.0	135699884.0	143365489.0	3011585606.0	39.0	1.0	135699884.0	143462555.0	3009538043.0	36.0	1.0	135903178.0	144594134.0	2985478978.0	27.0	0.9	135903178.0	150780271.0	2823844584.0	22.0	0.7	171738033.0	174523052.0	2108066819.0	13.0	1.0	135340106.0	133341964.0	3013725582.0	68.0	1.0	135340106.0	133376820.0	3012937690.0	50.0	1.0	135340106.0	133496334.0	3010236174.0	35.0	1.0	135340106.0	133552110.0	3008972977.0	33.0	1.0	135340106.0	134111448.0	2996143808.0	28.0	1.0	135340106.0	138011889.0	2881643937.0	24.0	0.7	146315649.0	159744494.0	2098974126.0	14.0	0.0	407274.0	785537.0	0.409	24674997.0	118.0	0.0	407274.0	786421.0	24646935.0	115.0	0.0	407274.0	797150.0	24308800.0	92.0	0.0	413332.0	818605.0	23645122.0	70.0	0.0	429468.0	833724.0	23177121.0	63.0	0.0	3423869.0	3423869.0	3423869.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	37471.0	121352.0	18414279.0	522.0	0.0	37863.0	121938.0	18318826.0	511.0	0.0	57098.0	144870.0	15052222.0	304.0	0.0	253009.0	250590.0	7853065.0	45.0	0.0	266258.0	280433.0	6752649.0	28.0	0.0	28895.0	30771.0	0.013	763354.0	32.0	0.0	28895.0	31289.0	745763.0	30.0	0.0	30736.0	36935.0	552206.0	17.0	0.0	69755.0	69755.0	69755.0	1.0	0.0	17425.0	17425.0	17425.0	1.0	0.0	17425.0	17425.0	17425.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19836	44	1.0	135159888.0	128886797.0	3009584747.0	104.0	1.0	135159888.0	128944606.0	3008234938.0	69.0	1.0	135159888.0	129109002.0	3004396765.0	51.0	1.0	135159888.0	129286887.0	3000240350.0	45.0	1.0	135159888.0	131893612.0	2938271398.0	32.0	0.9	135458403.0	142311329.0	2663418589.0	22.0	0.6	162874657.0	171090156.0	1784632099.0	11.0	1.0	131390575.0	125986003.0	3026930450.0	74.0	1.0	131390575.0	125999340.0	3026609975.0	62.0	1.0	131390575.0	126134879.0	3023347982.0	53.0	1.0	131390575.0	126275367.0	3019965252.0	48.0	1.0	133191333.0	128802076.0	2957803283.0	33.0	0.9	135187516.0	141005611.0	2625985228.0	21.0	0.7	145961711.0	160033852.0	1955942367.0	13.0	0.0	585030.0	2897137.0	1.362	82190237.0	215.0	0.0	585030.0	2897479.0	82180505.0	214.0	0.0	585030.0	2906647.0	81919816.0	198.0	0.0	598242.0	2936285.0	81083290.0	171.0	0.0	607132.0	2995072.0	79451580.0	148.0	0.0	6142924.0	6516129.0	33547876.0	7.0	0.0	10160688.0	10160688.0	10160688.0	1.0	0.0	74001.0	131378.0	23859504.0	567.0	0.0	74001.0	131807.0	23776698.0	556.0	0.0	141685.0	150821.0	20398159.0	353.0	0.0	219361.0	222665.0	12844111.0	75.0	0.0	241444.0	242711.0	11350264.0	53.0	0.0	22512.0	24494.0	0.01	586198.0	27.0	0.0	22512.0	24982.0	568339.0	25.0	0.0	26775.0	29183.0	360265.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	9479.0	9479.0	9479.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02106	45	1.0	135415833.0	133074372.0	3007100758.0	65.0	1.0	135415833.0	133092115.0	3006699759.0	51.0	1.0	135415833.0	133118739.0	3006097203.0	48.0	1.0	135415833.0	133181584.0	3004670592.0	46.0	1.0	136922832.0	135016119.0	2962432662.0	34.0	0.8	161419913.0	160164497.0	2336598732.0	17.0	0.6	183177656.0	180433864.0	1867331212.0	11.0	1.0	134516900.0	125487191.0	2999825424.0	60.0	1.0	134516900.0	125505163.0	2999395732.0	46.0	1.0	134516900.0	125536354.0	2998648243.0	44.0	1.0	134516900.0	125669318.0	2995458681.0	39.0	1.0	134516900.0	126537157.0	2974104540.0	33.0	0.8	134900585.0	141425422.0	2533303131.0	21.0	0.6	160904678.0	164571974.0	1862255697.0	12.0	0.0	479632.0	613674.0	1.804	108337138.0	440.0	0.0	479632.0	613935.0	108290357.0	435.0	0.0	496671.0	618380.0	107491126.0	384.0	0.0	501634.0	633357.0	104797852.0	303.0	0.0	502962.0	648218.0	102096953.0	264.0	0.0	1557909.0	1809203.0	13113835.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	60033.0	145866.0	13429281.0	318.0	0.0	60033.0	146272.0	13389780.0	313.0	0.0	112198.0	167380.0	11514069.0	198.0	0.0	260782.0	251405.0	7152207.0	43.0	0.0	269777.0	284156.0	6079608.0	26.0	0.0	34332.0	37038.0	0.02	1175445.0	41.0	0.0	34332.0	37038.0	1175445.0	41.0	0.0	38280.0	42352.0	937106.0	26.0	0.0	53545.0	73436.0	201037.0	3.0	0.0	11714.0	11674.0	11754.0	2.0	0.0	11714.0	11714.0	11714.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG00268	46	1.0	146208399.0	144980692.0	3023974285.0	48.0	1.0	146208399.0	144991870.0	3023741062.0	41.0	1.0	146208399.0	145088721.0	3021717151.0	35.0	1.0	146208399.0	145088721.0	3021717151.0	35.0	1.0	146208399.0	145994368.0	3002545580.0	29.0	0.9	162178945.0	156597514.0	2738574718.0	21.0	0.7	183151373.0	182170455.0	2057649499.0	12.0	1.0	135181456.0	135733665.0	3012379270.0	72.0	1.0	135181456.0	135779729.0	3011356926.0	47.0	1.0	135181456.0	135935012.0	3007909555.0	33.0	1.0	135181456.0	135959638.0	3007362546.0	32.0	1.0	135181456.0	136829431.0	2987653664.0	26.0	1.0	135181456.0	140972466.0	2862921357.0	23.0	0.7	139015219.0	157719005.0	2238564677.0	15.0	0.0	440649.0	598159.0	0.586	35361225.0	188.0	0.0	440649.0	598598.0	35335001.0	184.0	0.0	444272.0	607535.0	34801451.0	149.0	0.0	448386.0	624379.0	33812383.0	116.0	0.0	450944.0	653795.0	32107007.0	91.0	0.0	2986033.0	2986033.0	2986033.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56515.0	133741.0	16455217.0	383.0	0.0	56515.0	134181.0	16398013.0	375.0	0.0	90341.0	151948.0	14252328.0	239.0	0.0	267585.0	232239.0	8503373.0	53.0	0.0	284579.0	272324.0	6812349.0	28.0	0.0	21847.0	27807.0	0.018	1069138.0	50.0	0.0	22563.0	27884.0	1065787.0	49.0	0.0	27240.0	35521.0	658747.0	22.0	0.0	81655.0	81655.0	81655.0	1.0	0.0	44.0	44.0	44.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA20355	47	1.0	135831886.0	139534678.0	3058932172.0	105.0	1.0	135831886.0	139617259.0	3057122229.0	51.0	1.0	135831886.0	139710466.0	3055078738.0	42.0	1.0	135831886.0	139770328.0	3053764042.0	40.0	1.0	135831886.0	141581713.0	3013132860.0	30.0	0.9	138560027.0	150385832.0	2784641539.0	22.0	0.7	151564634.0	173510028.0	2095680158.0	13.0	1.0	138003900.0	143388894.0	3024620798.0	63.0	1.0	138003900.0	143429701.0	3023759976.0	41.0	1.0	138003900.0	143491824.0	3022448166.0	36.0	1.0	138003900.0	143530442.0	3021630296.0	35.0	1.0	138003900.0	144367577.0	3003737870.0	28.0	0.9	139664620.0	150284980.0	2841853776.0	23.0	0.7	160250336.0	175359259.0	2139322877.0	13.0	0.0	343164.0	443139.0	0.259	15749881.0	89.0	0.0	343164.0	443349.0	15742297.0	88.0	0.0	349441.0	448943.0	15538868.0	75.0	0.0	349441.0	462298.0	15055921.0	59.0	0.0	355080.0	489676.0	14068440.0	45.0	0.0	1435277.0	1435277.0	1435277.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	36661.0	113951.0	16143915.0	452.0	0.0	37011.0	114289.0	16092147.0	446.0	0.0	47958.0	133137.0	13496651.0	283.0	0.0	233845.0	242768.0	6533279.0	38.0	0.0	245441.0	265925.0	5777848.0	26.0	0.0	19461.0	29611.0	0.009	528155.0	26.0	0.0	19461.0	30272.0	512636.0	24.0	0.0	58918.0	45666.0	246674.0	7.0	0.0	70347.0	65138.0	129265.0	2.0	0.0	21461.0	22503.0	106659.0	6.0	0.0	21461.0	22511.0	106620.0	5.0	0.0	24177.0	25258.0	74610.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
